dashboard_rank,company_name,career_url,source_type,harshit_priority_score,priority_tier,profile_priority,sector,best_fit_role_families,employment_rule,generic_sales_frontline_rule,secondary_finance_score,why_it_fits_or_drop_reason,dashboard_default_visibility,dashboard_optional_group,include_in_scrape_registry,source_status,ireland_relevance_evidence,current_live_jobs_evidence,current_relevant_jobs_evidence
234,Irish Distillers (Pernod Ricard),https://www.irishdistillers.ie/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
235,Irish Ferries,https://www.irishferries.com/uk-en/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
236,Irish Life,https://www.irishlife.ie/about-us/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",4,0
237,Irish Rail (Iarnród Éireann),https://www.irishrail.ie/en-ie/about-us/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
238,Jabil,https://careers.jabil.com/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
239,Jacobs,https://www.jacobs.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",10,0
240,Jamf,https://www.jamf.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
241,Jazz Pharmaceuticals,https://jazzpharma.wd5.myworkdayjobs.com/Jazz_Careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
242,John Sisk & Son (Sisk Group),https://www.johnsiskandson.com/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
243,Johnson Controls,https://jobs.johnsoncontrols.com/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",20,0
244,Keelings,https://www.keelings.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
245,Keysight Technologies,https://about.keysight.com/en/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
246,Keywords Studios,https://www.keywordsstudios.com/en/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
247,Kingspan Group,https://www.kingspan.com/group/careers,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
248,Kirby Group Engineering,https://kirbygroup.com/careers/,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
249,Kuehne+Nagel Ireland,https://jobs.kuehne-nagel.com/global/en/search-results?m=3&location=Ireland,employer,86,P2 — Strong,Harshit primary,Finance / Risk,Risk/Compliance Analyst; Data/BI Analyst; Business Analyst; Operations Analyst,Keep any employment type when role-relevant; exclude generic part-time work,"Exclude generic sales, retail, hospitality, customer service and frontline roles",81,Analytics plus market-surveillance project helps; finance pedigree/domain depth is weaker than your business/implementation fit.,visible,core_harshit,yes,validated_live_other,"Current Republic of Ireland employment evidence, but no target-role match in latest data",6,0
